        Frequency / MHz                Z1,1/abs,linear
                61.30387                        214.7663
                61.40386                       214.94428
                61.50385                       215.12085
                61.60384                       215.29601
                61.70383                       215.46976
                61.80382                       215.64211
                61.90381                       215.81306
                 62.0038                       215.98262
                62.10379                        216.1508
                62.20378                        216.3176
                62.30377                       216.48303
                62.40376                        216.6471
                62.50375                       216.80981
                62.60374                       216.97117
                62.70373                       217.13119
                62.80372                       217.28987
                62.90371                       217.44722
                 63.0037                       217.60325
                63.10369                       217.75797
                63.20368                       217.91138
                63.30367                       218.06349
                63.40366                        218.2143
                63.50365                       218.36384
                63.60364                       218.51209
                63.70363                       218.65908
                63.80362                        218.8048
                63.90361                       218.94927
                 64.0036                       219.09249
                64.10359                       219.23447
                64.20358                       219.37522
                64.30357                       219.51474
                64.40356                       219.65305
                64.50355                       219.79015
                64.60354                       219.92604
                64.70353                       220.06075
                64.80352                       220.19426
                64.90351                        220.3266
                 65.0035                       220.45777
                65.10349                       220.58777
                65.20348                       220.71662
                65.30347                       220.84431
                65.40346                       220.97087
                65.50345                       221.09629
                65.60344                       221.22059
                65.70343                       221.34376
                65.80342                       221.46582
                65.90341                       221.58678
                 66.0034                       221.70664
                66.10339                       221.82541
                66.20338                        221.9431
                66.30337                       222.05971
                66.40336                       222.17525
                66.50335                       222.28973
                66.60334                       222.40316
                66.70333                       222.51554
                66.80332                       222.62687
                66.90331                       222.73717
                 67.0033                       222.84644
                67.10329                        222.9547
                67.20328                       223.06193
                67.30327                       223.16816
                67.40326                       223.27339
                67.50325                       223.37763
                67.60324                       223.48087
                67.70323                       223.58314
                67.80322                       223.68443
                67.90321                       223.78475
                 68.0032                        223.8841
                68.10319                       223.98251
                68.20318                       224.07996
                68.30317                       224.17646
                68.40316                       224.27203
                68.50315                       224.36667
                68.60314                       224.46038
                68.70313                       224.55317
                68.80312                       224.64505
                68.90311                       224.73602
                 69.0031                       224.82608
                69.10309                       224.91525
                69.20308                       225.00353
                69.30307                       225.09092
                69.40306                       225.17743
                69.50305                       225.26307
                69.60304                       225.34784
                69.70303                       225.43174
                69.80302                       225.51479
                69.90301                       225.59698
                  70.003                       225.67833
                70.10299                       225.75883
                70.20298                        225.8385
                70.30297                       225.91734
                70.40296                       225.99534
                70.50295                       226.07253
                70.60294                        226.1489
                70.70293                       226.22446
                70.80292                       226.29921
                70.90291                       226.37316
                 71.0029                       226.44631
                71.10289                       226.51867
                71.20288                       226.59024
                71.30287                       226.66103
                71.40286                       226.73104
                71.50285                       226.80028
                71.60284                       226.86875
                71.70283                       226.93645
                71.80282                        227.0034
                71.90281                       227.06958
                 72.0028                       227.13502
                72.10279                       227.19971
                72.20278                       227.26366
                72.30277                       227.32687
                72.40276                       227.38935
                72.50275                        227.4511
                72.60274                       227.51212
                72.70273                       227.57242
                72.80272                       227.63201
                72.90271                       227.69088
                 73.0027                       227.74904
                73.10269                        227.8065
                73.20268                       227.86326
                73.30267                       227.91932
                73.40266                       227.97469
                73.50265                       228.02937
                73.60264                       228.08337
                73.70263                       228.13668
                73.80262                       228.18932
                73.90261                       228.24128
                 74.0026                       228.29257
                74.10259                        228.3432
                74.20258                       228.39317
                74.30257                       228.44247
                74.40256                       228.49113
                74.50255                       228.53913
                74.60254                       228.58648
                74.70253                       228.63318
                74.80252                       228.67925
                74.90251                       228.72468
                 75.0025                       228.76948
                75.10249                       228.81364
                75.20248                       228.85718
                75.30247                        228.9001
                75.40246                       228.94239
                75.50245                       228.98407
                75.60244                       229.02513
                75.70243                       229.06558
                75.80242                       229.10543
                75.90241                       229.14467
                 76.0024                       229.18332
                76.10239                       229.22136
                76.20238                       229.25881
                76.30237                       229.29567
                76.40236                       229.33194
                76.50235                       229.36763
                76.60234                       229.40273
                76.70233                       229.43726
                76.80232                       229.47121
                76.90231                       229.50459
                 77.0023                        229.5374
                77.10229                       229.56964
                77.20228                       229.60131
                77.30227                       229.63243
                77.40226                       229.66299
                77.50225                         229.693
                77.60224                       229.72245
                77.70223                       229.75135
                77.80222                       229.77971
                77.90221                       229.80752
                 78.0022                       229.83479
                78.10219                       229.86153
                78.20218                       229.88773
                78.30217                       229.91339
                78.40216                       229.93853
                78.50215                       229.96314
                78.60214                       229.98722
                78.70213                       230.01079
                78.80212                       230.03383
                78.90211                       230.05636
                 79.0021                       230.07846
                79.10209                       230.10005
                79.20208                       230.12113
                79.30207                        230.1417
                79.40206                       230.16177
                79.50205                       230.18134
                79.60204                       230.20041
                79.70203                       230.21898
                79.80202                       230.23707
                79.90201                       230.25466
                  80.002                       230.27176
                80.10199                       230.28838
                80.20198                       230.30451
                80.30197                       230.32017
                80.40196                       230.33534
                80.50195                       230.35005
                80.60194                       230.36427
                80.70193                       230.37803
                80.80192                       230.39131
                80.90191                       230.40414
                 81.0019                       230.41649
                81.10189                       230.42839
                81.20188                       230.43982
                81.30187                        230.4508
                81.40186                       230.46133
                81.50185                        230.4714
                81.60184                       230.48102
                81.70183                        230.4902
                81.80182                       230.49892
                81.90181                       230.50721
                 82.0018                       230.51505
                82.10179                       230.52246
                82.20178                       230.52943
                82.30177                       230.53596
                82.40176                       230.54207
                82.50175                       230.54774
                82.60174                       230.55298
                82.70173                        230.5578
                82.80172                        230.5622
                82.90171                       230.56617
                 83.0017                       230.56972
                83.10169                       230.57286
                83.20168                       230.57558
                83.30167                       230.57789
                83.40166                       230.57979
                83.50165                       230.58128
                83.60164                       230.58237
                83.70163                       230.58304
                83.80162                       230.58332
                83.90161                       230.58319
                 84.0016                       230.58267
                84.10159                       230.58175
                84.20158                       230.58044
                84.30157                       230.57873
                84.40156                       230.57663
                84.50155                       230.57415
                84.60154                       230.57127
                84.70153                       230.56802
                84.80152                       230.56438
                84.90151                       230.56036
                 85.0015                       230.55596
                85.10149                       230.55118
                85.20148                       230.54603
                85.30147                       230.54051
                85.40146                       230.53461
                85.50145                       230.52835
                85.60144                       230.52172
                85.70143                       230.51472
                85.80142                       230.50736
                85.90141                       230.49964
                 86.0014                       230.49156
                86.10139                       230.48312
                86.20138                       230.47433
                86.30137                       230.46518
                86.40136                       230.45567
                86.50135                       230.44582
                86.60134                       230.43562
                86.70133                       230.42507
                86.80132                       230.41418
                86.90131                       230.40294
                 87.0013                       230.39136
                87.10129                       230.37945
                87.20128                       230.36719
                87.30127                        230.3546
                87.40126                       230.34167
                87.50125                       230.32841
                87.60124                       230.31482
                87.70123                        230.3009
                87.80122                       230.28665
                87.90121                       230.27208
                 88.0012                       230.25718
                88.10119                       230.24196
                88.20118                       230.22642
                88.30117                       230.21056
                88.40116                       230.19439
                88.50115                       230.17789
                88.60114                       230.16109
                88.70113                       230.14397
                88.80112                       230.12654
                88.90111                        230.1088
                 89.0011                       230.09075
                89.10109                        230.0724
                89.20108                       230.05375
